Department,Functional Area,2024 Description,2025 Description,Application/Platform,Vendor,Entity,Cost Type,GL Code,CapEx / OpEx,Multi-Year Licence?,Renewal Date,Pre-Paid,Classification,2024 Current Forecast,2024 Original Forecast,2024 Agreed Budget,2024 Variance,2023-2024 Difference,Dec 2025 Actuals,Dec 2025 PO Details,2025 Current Forecast,2025 Original Forecast,2025 Agreed Budget,2025 Variance,2024-2025 Difference
IS SOC,"IS Strategy, Ops & Compliance - PMO (65120)",UK PMO Lead (GT),,,Grovelands,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,12/31/23,,Retire,"$126,533","$117,000","$117,000","$9,533","-$121,867",,,$0,$0,$0,$0,"-$117,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Tibco Visualisation tool for chemical data (10 licenses),,TIBCO Spotfire,Revvity,3115 - GWR,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$10,164","$40,656","$40,656","-$30,492","-$26,796",,,"$16,940","$16,940","$16,940",$0,"-$23,716"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Lhasa Derek - Statistical software tool that gives you accurate toxicological predictions (6 licenses),,Lhasa Derek,Lhasa Limited,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/31/24,,Retire,$0,"$1,110","$4,440","-$1,110","-$4,036",,,$0,$0,$0,$0,"-$4,440"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"Lhasa Nexus, Sarah, and Derek- Statistical software tool that gives you accurate toxicological predictions (6 licenses)","Lhasa Nexus, Sarah, Derek, Meteor - Statistical software tool that gives you accurate toxicological predictions (5 licenses). Annual maintenance fee","Nexus Sarah, Derek, Meteor",Lhasa Limited,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/31/24,,Extend,"$34,463","$62,602","$34,558","-$28,139","$3,047",,,"$42,128","$42,128","$42,128",$0,"$7,570"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"ACD LABS Licenses PhysChem  Suite (7), Method Selection Suite (1) and NMR (1)",,"ACD Suite (ChemSketch, Percepta, Spectrus)",ACDLabs,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,08/03/23,,Extend,"$28,225","$36,488","$16,262","-$8,263","$13,441",,,"$29,775","$29,775","$29,775",$0,"$13,512"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"Elsevier Reaxys - Web-based tool for the retrieval of chemistry information and data from published literature, including journals and patents.",,Reaxys,Elsevier,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,01/01/22,,Extend,"$4,786","$19,142","$19,142","-$14,357","-$12,616",,,"$20,999","$20,999","$20,999",$0,"$1,857"
BPS R&D,IS R&D – Research & NonClinical Development (65170),TIBCO Sportfire Lead Discovery Server Maintenance,,Lead Discovery,Revvity,3115 - GWR,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,"$2,329","$9,317","$9,317","-$6,988","-$6,141",,,$0,$0,$0,$0,"-$9,317"
BPS R&D,IS R&D – Research & NonClinical Development (65170),BIOVIA Equipment Support Services,,Biovia,Biovia,3115 - GWR,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$1,271","$5,082","$5,082","-$3,812","-$3,350",,,$0,$0,$0,$0,"-$5,082"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Lhasa Derek Annual Maintenance Fee,,Lhasa Derek,Lhasa Limited,3115 - GWR,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,12/31/23,,Retire,$0,$0,"$52,031",$0,"-$47,301",,,$0,$0,$0,$0,"-$52,031"
BPS R&D,IS R&D – Global Medical Affairs (65170),"Global MIC Licenses for all BUs
Includes Nintex application",,Mavens MIC,Mavens Komodo Health,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,05/31/25,,Extend,"$216,637","$234,800","$234,800","-$18,163","-$10,163",,,"$238,140","$238,140","$238,140",$0,"$3,340"
BPS R&D,IS R&D – Global Medical Affairs (65170),"Global Service Cloud Licenses to Support MIC for all BUs (1:1 with MIC License)
Includes
GW Read Only US: 03/28/25
GW Read Only GB: 03/29/25
Data Store: 03/29/25",,Mavens MIC,Salesforce,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,03/20/25,True,Extend,"$231,516","$244,668","$265,032","-$13,152","-$21,216",,,"$248,006","$248,006","$248,006",$0,"-$17,026"
BPS Commercial,IS Commercial - Data Strategy and Ops (65160),DAM Platform Subscription/Licenses (~100 licenses),-,-,Bynder,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,"$126,261","$114,000","$114,000","$12,261","$17,261",,,$0,$0,$0,$0,"-$114,000"
BPS Corporate,IS Corporate - HR (65180),Intranet Platform Subscription (licenses and support) Yrs 2&3,,,BrightStarr T/A Unily,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,02/15/25,,Extend,"$89,376","$89,376","$89,376",$0,-$624,,,"$96,516","$96,516","$96,516",$0,"$7,140"
ERP,ERP Project Harmony (66100),Concur Test Environment,,,Concur,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,$0,"$20,000","$20,000","-$20,000","-$20,000",,,$0,$0,$0,$0,"-$20,000"
ERP,ERP Project Harmony (66100),Annual support for NAV,,,Avanade Inc.,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$52,921","$51,000","$51,000","$1,921","$1,921",,,$0,$0,$0,$0,"-$51,000"
BPS Corporate,IS Corporate - Finance (65180),CData Licenses,,,CData,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,$0,"$2,300","$2,300","-$2,300","-$2,000",,,"$2,500","$2,500","$2,500",$0,$200
IS ED&EUS,IS ED&EUS - Service Management (65140),ServiceNow Developer,,,Davies Resourcing Limited,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,,True,Extend,"$268,845","$312,000","$312,000","-$43,155","-$43,155",,,"$288,000","$288,000","$288,000",$0,"-$24,000"
BPS R&D,IS R&D – Global Clinical Development Operations (65170),"Enhancement cost for CDF: New Vendor Data Feeds, SSO, etc.","Enhancement cost for CDF: New Vendor Data Feeds, SSO, etc.",JazzCDF,eClinical Solutions LLC,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,$0,$0,$0,$0,"-$60,000",,,"$20,000","$20,000","$20,000",$0,"$20,000"
BPS TechOps,IS TechOps & Quality – Supply (65130),TraceLink annual Subscriptions,,,TraceLink,3120 - GWP,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,08/24/24,True,Retire,$0,$0,"$300,000",$0,"-$179,138",,,$0,$0,$0,$0,"-$300,000"
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),Lab System / Mobile device Hardware: New & Replacements,,,TBD,3115 - GWR,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,Extend,"$64,240","$100,000","$80,000","-$35,760","$4,240",,,"$40,000","$40,000","$40,000",$0,"-$40,000"
BPS Commercial,IS Commercial - EU & Int'l (65160),Veeva link license for Neuroscience,"30413 - contract ID in Coupa
30413 - contract ID in Coupa
PR 21449",Veeva CRM,EU - Veeva Systems Inc,1200 - IRE,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,05/31/24,True,Extend,"$89,840","$150,000","$150,000","-$60,160","-$60,160",,,$0,$0,$0,$0,"-$150,000"
ERP,ERP Project Harmony (66100),Blackline Subscriptions,,,"Business Objects Software Limited, t/a SAP Solutions",1200 - IRE,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,03/30/24,,Extend,"$115,058","$312,000","$312,000","-$196,942","-$190,942",,,"$312,000","$312,000","$312,000",$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Redshift EU - Yearly Licenses,Redshift EU - Yearly Licenses,Redshift EU,Amazon Web Services Inc,2101 - US,INFRA --- AWS Hosting Fees (Opex),630950,Op Ex,3 Year,09/30/25,True,Extend,"$64,326","$64,332","$64,332",-$6,-$6,,,"$48,249","$48,249","$48,249",$0,"-$16,083"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Informatica Cloud (IICS) EU - Yearly Licenses (300 IPU's),Informatica Cloud (IICS) EU - Yearly Licenses (300 IPU's),Informatica,Informatica,1200 - IRE,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,No,03/31/25,True,Extend,"$112,132","$90,441","$154,404","$21,691","-$42,272",,,"$17,280","$17,280","$17,280",$0,"-$137,124"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Dataiku (AI/ML) Tool - Yearly Licenses,Dataiku (AI/ML) Tool - Yearly Licenses,Dataiku,Dataiku,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,No,12/15/24,True,Extend,"$292,801","$292,805","$293,220",-$5,"$54,361",,,"$288,240","$288,240","$288,240",$0,"-$4,980"
IS Infosec,IS Infosec & EA - SGRC (65190),Audit services for ISO 27001,,,Coalfire Systems Inc,3115 - GWR,Consulting (Opex),690100,Op Ex,,,,Extend,"$65,901","$117,409","$117,409","-$51,508","-$9,099",,,"$117,409","$117,409","$117,409",$0,$0
BPS Corporate,IS Corporate - Finance (65180),Ongoing license costs for Concur expense mgmt,,,Concur/Consilio,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,$0,$0,$0,"-$384,000",,,$0,$0,$0,$0,$0
BPS Corporate,IS Corporate - HR (65180),Integration and Data Insights Consultant and Project Management,,,Canabana,9101 - CAN,Contingent Worker (Opex),690150,Op Ex,,12/31/23,,Extend,"$184,194","$180,000","$180,000","$4,194","-$199,806",,,$0,$0,$0,$0,"-$180,000"
BPS TechOps,IS TechOps & Quality – QA (65130),eDMS/eQMS Managed Services/Operations Support,,Veeva Quality Vault,Base Life Sciences,3115 - GWR,Consulting (Opex),690100,Op Ex,,01/01/25,,Extend,"$441,412","$509,400","$584,400","-$67,988","-$80,088",,,"$500,000","$500,000","$500,000",$0,"-$84,400"
IS ED&EUS,IS ED&EUS - End User Services (65140),New Hire laptops UK,New Hire laptops UK,Hardware,Softcat,3115 - GWR,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Extend,"$298,250","$687,250",456000,"-$389,000","-$101,750",,,"$262,800","$262,800","$262,800",$0,"-$193,200"
IS ED&EUS,IS ED&EUS - End User Services (65140),New Hire iPad Europe & UK,New Hire iPad Europe & UK,Hardware,HiberniaEvros Technology Group,1200 - IRE,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Extend,$0,"$102,000",,"-$102,000","-$100,000",,,"$60,000","$60,000","$60,000",$0,"$60,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),ShareGate - MS365 reporting and management tool,,,ShareGate,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,03/01/24,,Extend,$0,$0,$0,$0,"-$15,300",,,"$16,000","$16,000","$16,000",$0,"$16,000"
BPS Corporate,IS Corporate - Finance (65180),KPLabs Support Services for Jazz Engage,,,Keesal Propulsion Labs Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,12/31/22,,Extend,"$43,500","$58,000","$58,000","-$14,500","-$94,500",,,"$22,000","$22,000","$22,000",$0,"-$36,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),Patch My PC Subscription,,,Groupware Technology Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,04/10/24,,Extend,"$18,536","$18,536","$19,600",$0,"-$1,064",,,"$19,000","$19,000","$19,000",$0,-$600
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Redshift NA - Yearly Licenses,To be retired,Redshift NA,Amazon Web Services Inc,2101 - US,INFRA --- AWS Hosting Fees (Opex),630950,Op Ex,,01/27/25,True,Retire,"$83,852","$83,856","$83,856",-$4,-$4,,,$0,$0,$0,$0,"-$83,856"
IS SOC,"IS Strategy, Ops & Compliance - PMO (65120)",Rego Support for Clarity,,,Rego Consulting,2101 - US,Consulting (Opex),690100,Op Ex,,04/28/24,,Extend,"$105,315","$118,068","$122,000","-$12,753","-$44,685",,,"$108,000","$108,000","$108,000",$0,"-$14,000"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),RStudio Licenses - GROWTH,RStudio Licenses - GROWTH,RStudio,Posit,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,No,12/15/24,,Extend,"$2,078","$2,079","$2,079",-$1,"-$33,114",,,"$50,000","$50,000","$50,000",$0,"$47,921"
BPS Commercial,IS Commercial - EU & Int'l (65160),HCP Verification in Italy,ending more info before renew for 2025 as 3 year contract,Medikey,Edra Spa,3120 - GWP,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$11,303","$18,839","$18,839","-$7,536",-$536,,,"$20,723","$20,723","$20,723",$0,"$1,884"
BPS Commercial,IS Commercial - EU & Int'l (65160),HCP Verification in France,,OneKey,IQVIA Inc,3120 - GWP,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$46,869","$60,000","$60,000","-$13,131","-$13,131",,,"$66,000","$66,000","$66,000",$0,"$6,000"
BPS R&D,IS R&D – Data Sciences (65170),Centralized Knowledge Management Tool - Subscription,,Slab,Slab,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,09/13/24,,Extend,"$32,000","$32,000","$32,000",$0,$0,,,"$33,600","$33,600","$33,600",$0,"$1,600"
IS ED&EUS,IS ED&EUS - End User Services (65140),IT Supplies New Hire/replacement - New Hire box,,,Mint Sauce LDN,2101 - US,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,Extend,$0,$0,$0,$0,"-$60,000",,,$0,$0,$0,$0,$0
BPS Corporate,IS Corporate - Corporate Affairs (65180),Jazz Engage Enhancements,,,Keesal Propulsion Labs Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,12/31/22,,Extend,"$10,328","$40,000","$40,000","-$29,673","-$97,673",,,"$10,000","$10,000","$10,000",$0,"-$30,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - Linux OS maintenance,DELETE,Redhat,Softcat,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,$0,$0,"$2,160",$0,"-$2,160",,,"$2,000","$2,000","$2,000",$0,-$160
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Delinea Secret server and Privileged Manager (Former known as Thycotic Secret Server Cloud),,Delinea,Delinea,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,06/30/25,True,Extend,"$202,713","$212,905","$187,907","-$10,192","$13,532",,,"$289,176","$289,176","$289,176",$0,"$101,269"
BPS R&D,IS R&D – Research & NonClinical Development (65170),PKPD Modeling license fees for NONMEM software,"PKPD Modeling license fees for NONMEM software, 6 licenses",NonMem,ICON,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,06/14/25,,Extend,"$19,000","$22,000","$22,000","-$3,000","-$1,000",,,"$30,000","$30,000","$30,000",$0,"$8,000"
IS ED&EUS,IS ED&EUS - Service Management (65140),ServiceNow Test Instance,,,Servicenow Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,06/29/24,True,Retire,$0,"$11,250","$11,250","-$11,250","-$11,250",,,$0,$0,$0,$0,"-$11,250"
BPS Commercial,IS Commercial - Omnichannel (65160),Omnichannel Data Engineer,-,-,CompassX,2101 - US,Contingent Worker (Opex),690150,Op Ex,,07/15/23,,Extend,"$333,347","$233,866","$300,000","$99,481","$63,347",,,$0,$0,$0,$0,"-$300,000"
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),EHS system move to global usage - budget transfer from KSP Operations,,,Elmstone Systems,3120 - GWP,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,01/31/24,True,Extend,$0,"$120,000","$96,000","-$120,000","-$87,600",,,"$100,200","$100,200","$100,200",$0,"$4,200"
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),CW Resource extension - Deva Content,,,Point B,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Retire,"-$198,076","$122,000","$122,000","-$320,076","-$665,224",,,$0,$0,$0,$0,"-$122,000"
BPS Corporate,IS Corporate - Finance (65180),Licenses for international payroll services,,,Cloudpay,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,11/01/24,,Retire,$0,$0,$0,$0,"-$18,000",,,$0,$0,$0,$0,$0
BPS TechOps,IS Corporate - Corporate Affairs (65180),Visiontracker - Corp Grants SaaS Fees - Run,Moved out of R&D IS/GMA to Betty's team for 2025 and beyond,VisionTracker,"Envision Pharma, Inc.",2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,05/11/25,,Extend,"$39,054","$39,054","$39,054",$0,$369,,,"$41,397","$41,397","$41,397",$0,"$2,343"
BPS R&D,IS R&D – Global Medical Affairs (65170),"iEnvision - IIR (IST) SaaS Fees - Run
Also incl for old MIC instance (Leo)",,iEnvision,"Envision Pharma, Inc.",2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,05/11/26,,Extend,"$58,416","$105,140","$100,140","-$46,724","-$37,312",,,"$100,140","$100,140","$100,140",$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Tableau NA - Yearly Licenses,Tableau NA - Yearly Licenses,Tableau,Salesforce,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,2 Year,04/28/26,True,Extend,"$169,561","$305,336","$305,336","-$135,775","-$80,503",,,"$348,774","$348,774","$348,774",$0,"$43,438"
BPS Corporate,IS Corporate - HR (65180),Licenses for OrgVue,,,OrgVue,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,05/08/25,,Extend,"$81,301","$84,800","$84,800","-$3,499","$28,500",,,"$87,600","$87,600","$87,600",$0,"$2,800"
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),Tulip Platform Licensing & Support,,Tulip,Tulip,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/31/23,True,Extend,$0,"$91,000","$72,000","-$91,000","-$54,000",,,"$161,004","$161,004","$161,004",$0,"$89,004"
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),RMS License Maintenance,,,Rotronic,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,$0,"$7,500","$4,500","-$7,500","-$5,004",,,"$4,070","$4,070","$4,070",$0,-$430
BPS TechOps,IS TechOps & Quality – Supply (65130),"Perigord ""GLAMS"" Artwork Management System",,,Perigord Data Solutions Limited,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,08/03/23,True,Retire,$0,$0,"$84,000",$0,"-$72,000",,,$0,$0,$0,$0,"-$84,000"
BPS Commercial,IS Commercial - Omnichannel (65160),Website Maintenance & updates,-,-,"Klick , Fishawack, Work Box and H4B",2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$70,380","$67,880","$298,000","$2,500","-$495,950",,,$0,$0,$0,$0,"-$298,000"
BPS Commercial,IS Commercial - Omnichannel (65160),"SFDC Licensing Marketing Cloud, Health Cloud and Datorama",US Marketing Cloud and Healthcloud,Salesforce,Salesforce,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,02/13/23,True,Extend,"$379,447","$421,666","$421,666","-$42,219","-$3,886",,,"$421,666","$421,666","$421,666",$0,-$0
BPS Commercial,IS Commercial - Omnichannel (65160),Campaign Managed Services For Marketing Cloud EMD/ INT,Campaign Managed Services For Marketing Cloud EU / INT,Cognizant Worldwide Limited,Cognizant Worldwide Limited,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$269,365","$195,585","$200,000","$73,780","$69,365",,,"$200,000","$200,000","$200,000",$0,$0
BPS Commercial,IS Commercial - Omnichannel (65160),"Jazz CX Infrastructure Managed Services, Marketing Cloud, Health Cloud, Datorama","Omni Channel Infrastructure Managed Services, Marketing Cloud, Health Cloud",klick,Klick,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,"$124,748","$150,337","$300,000","-$25,589","-$215,252",,,"$200,000","$200,000","$200,000",$0,"-$100,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),laptop and equipment recycling and data destruction UK / Ireland,laptop and equipment recycling and data destruction UK / Ireland,Services,Wisetek Solution Inc,1200 - IRE,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,"$42,000","$42,000","$12,000",$0,"$32,000",,,"$14,400","$14,400","$14,400",$0,"$2,400"
BPS TechOps,IS TechOps & Quality – QA (65130),Veeva Quality Vault ELA 4500,,Veeva Quality Vault,Veeva Systems Inc,1200 - IRE,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,08/27/24,True,Extend,"$2,213,971","$2,219,000","$1,998,360","-$5,029","$434,221",,,"$2,065,508","$2,065,508","$2,065,508",$0,"$67,148"
IS Infosec,IS InfoSec & EA - EA (65190),IS - EA :  Solution Architecture Tool for architecture & flow charts,IS - EA :  Solution Architecture Tool for architecture & flow charts,Lucid,Lucid,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,04/28/26,,Extend,"$25,371","$35,000","$35,000","-$9,629",$0,,,"$45,000","$45,000","$45,000",$0,"$10,000"
IS Infosec,IS InfoSec & EA - EA (65190),IS EA: Enterprise Architecture Management (EAM) Tool to Manage your IT Capabilities &  Gaps,IS EA: Enterprise Architecture Management (EAM) Tool to Manage your IT Capabilities &  Gaps,LeanIX,LeanIX,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/01/24,,Extend,$0,"$35,000","$35,000","-$35,000","-$35,000",,,"$50,000","$50,000","$50,000",$0,"$15,000"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Cyberhaven hosted Endpoint DLP,,Cyberhaven,Cyberhaven,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,07/01/25,True,Extend,"$177,787","$162,969","$162,969","$14,818",$3,,,"$191,160","$191,160","$191,160",$0,"$28,191"
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),CW Business Analyst (WN),,,Point B,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Retire,"$13,440","$51,600","$15,000","-$38,160","-$170,648",,,$0,$0,$0,$0,"-$15,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - HP Hardware support including UPS,Manufacturing - HP Hardware support including UPS,HP,Softcat,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,True,Extend,"$10,258",$418,"$20,418","$9,840","-$9,742",,,"$50,000","$50,000","$50,000",$0,"$29,582"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),"Manufacturing - Legacy enterprise Arcserve backup at sites (KSP, CAM) that needs to remain until these sites have been converted to Veeam and the restores have expired",,Arcserve,Softcat,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/29/23,True,Retire,$0,$0,$0,$0,"-$10,000",,,$0,$0,$0,$0,$0
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Infosec Pentest,,Risksense,Evotek,2101 - US,Consulting (Opex),690100,Op Ex,,03/09/24,,Extend,$0,"$62,499","$229,167","-$62,499","-$250,000",,,"$259,374","$259,374","$259,374",$0,"$30,207"
IS Infosec,IS InfoSec & EA - IIEA - Portfolio Management (65190),,PWC Tabletop exercise Execs,,PriceWaterhouseCoopers Advisory Services LLC,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,$0,"$100,000","$100,000","-$100,000","-$160,000",,,"$100,000","$100,000","$100,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),"MS Teams, SS, Box, Other Application Support (Cognizant)",,,Cognizant Worldwide Limited,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,02/01/24,,Extend,"$241,950","$168,000","$168,000","$73,950","$25,950",,,"$157,332","$157,332","$157,332",$0,"-$10,668"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Box SaaS Fees,,,Box Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/31/25,True,Extend,"$439,451","$439,452","$439,452",-$1,"$28,361",,,"$257,862","$257,862","$257,862",$0,"-$181,590"
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),PVI - Managed Services,,JazzPVI,RxLogix Corporation,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Extend,"$13,200","$13,200","$100,000",$0,"-$61,800",,,"$79,200","$79,200","$79,200",$0,"-$20,800"
ERP,ERP Project Harmony (66100),Enable now subscriptions second year,,,"Business Objects Software Limited, t/a SAP Solutions",1200 - IRE,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,08/21/27,,Extend,"$64,596","$73,548","$73,548","-$8,952","-$8,951",,,"$75,000","$75,000","$75,000",$0,"$1,452"
IS ED&EUS,IS ED&EUS - Service Management (65140),CW Resource in Service Mgmt - AD,,,Davies,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$379,190","$334,200","$300,000","$44,990","$79,190",,,"$288,000","$288,000","$288,000",$0,"-$12,000"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),ServiceNow license subscription for Security Incident Response (SIR) module,,,Servicenow Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,06/28/24,,Extend,$0,"$4,230","$4,230","-$4,230",$0,,,$0,$0,$0,$0,"-$4,230"
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Hands and feet support at site,DELETE,US Sites,Primacy SI LLC,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Retire,$0,$0,"$10,000",$0,"-$10,000",,,$0,$0,$0,$0,"-$10,000"
BPS R&D,IS R&D – Global Medical Affairs (65170),Mavens Managed Services for MIC,,Mavens MIC,Mavens Komodo Health,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,02/28/25,,Extend,"$144,870","$134,685","$146,650","$10,185",$870,,,"$142,875","$142,875","$142,875",$0,"-$3,775"
BPS TechOps,IS TechOps & Quality – Manufacturing (65130),"CMMS (Maximo) Hosting, SaaS Subscription, and Support fees",,Maximo,Cohesive,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,02/26/24,True,Extend,"$152,093","$198,405","$158,724","-$46,312","$33,048",,,"$174,000","$174,000","$174,000",$0,"$15,276"
